date,location,name,basket,total,payment_type,card_number
04/12/2023 10:13,Uppingham,Dennis Humphrey,Regular Flavoured latte - Hazelnut - 2.55,2.55,CARD,6688251071764837
04/12/2023 10:14,Uppingham,Anne Shuler,"Regular Red Label tea - 1.20, Large Red Label tea - 1.80, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured latte - Hazelnut - 2.55",8.1,CASH,
04/12/2023 10:16,Uppingham,Elizabeth Anderson,"Regular Flavoured latte - Caramel - 2.55, Large Speciality Tea - Green - 1.60, Regular Red Label tea - 1.20",5.35,CASH,
04/12/2023 10:17,Uppingham,Norman Ferrera,"Large Flavoured latte - Hazelnut - 2.85, Large Hot chocolate - 2.90, Regular Mocha - 2.30",8.05,CARD,3359272632791578
04/12/2023 10:18,Uppingham,David Miles,"Large Speciality Tea - Green - 1.60, Large Mocha - 2.70",4.3,CASH,
04/12/2023 10:19,Uppingham,Phillip Roudabush,Large Smoothies - Berry Beautiful - 2.50,2.5,CARD,5579765594025695
04/12/2023 10:21,Uppingham,Matthew Alvarado,"Large Flavoured latte - Caramel - 2.85, Large Mocha - 2.70, Large Cortado - 2.35, Large Speciality Tea - Peppermint - 1.60, Regular Smoothies - Berry Beautiful - 2.00",11.5,CARD,6689287937732059
04/12/2023 10:22,Uppingham,Bradley Davis,Large Smoothies - Berry Beautiful - 2.50,2.5,CASH,
04/12/2023 10:23,Uppingham,John Murphy,"Large Flavoured latte - Hazelnut - 2.85, Large Mocha - 2.70, Large Red Label tea - 1.80",7.35,CARD,4462888510507794
04/12/2023 10:24,Uppingham,Paul Garcia,"Regular Flavoured hot chocolate - Vanilla - 2.60, Large Flavoured latte - Hazelnut - 2.85",5.45,CASH,
04/12/2023 10:26,Uppingham,Lillian Gardiner,Regular Flavoured latte - Hazelnut - 2.55,2.55,CARD,1219089014002738
04/12/2023 10:27,Uppingham,Laurie Zbinden,"Large Speciality Tea - Green - 1.60, Regular Flavoured latte - Caramel - 2.55",4.15,CARD,1203344883374391
04/12/2023 10:28,Uppingham,Billy Chen,"Large Speciality Tea - Green - 1.60, Regular Speciality Tea - Green - 1.30, Large Red Label tea - 1.80, Regular Hot chocolate - 2.20",6.9,CASH,
04/12/2023 10:29,Uppingham,Linda Lee,"Large Speciality Tea - Green - 1.60, Large Flavoured latte - Hazelnut - 2.85, Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Hot chocolate - 2.20",9.25,CARD,2981933741649726
04/12/2023 10:31,Uppingham,Joan Dougherty,"Regular Red Label tea - 1.20, Regular Cortado - 2.05",3.25,CASH,
04/12/2023 10:32,Uppingham,Joseph Silva,"Regular Mocha - 2.30, Large Cortado - 2.35, Large Red Label tea - 1.80",6.45,CARD,5071986332475314
04/12/2023 10:33,Uppingham,Tonya Powers,"Large Cortado - 2.35, Regular Cortado - 2.05",4.4,CARD,5683937958934221
04/12/2023 10:34,Uppingham,Margaret Newman,Large Speciality Tea - Green - 1.60,1.6,CARD,7343921619048797
04/12/2023 10:36,Uppingham,Nancy Fahnestock,"Large Flavoured latte - Caramel - 2.85, Regular Hot chocolate - 2.20, Large Red Label tea - 1.80, Large Red Label tea - 1.80, Large Flavoured hot chocolate - Vanilla - 2.90",11.55,CASH,
04/12/2023 10:37,Uppingham,Scott White,"Large Speciality Tea - Green - 1.60, Regular Flavoured latte - Caramel - 2.55, Large Flavoured hot chocolate - Vanilla - 2.90",7.05,CARD,9834911229695643
04/12/2023 10:38,Uppingham,Deloris Miranda,Large Red Label tea - 1.80,1.8,CARD,1145819123162614
04/12/2023 10:39,Uppingham,Richard Overturf,"Large Flavoured latte - Hazelnut - 2.85, Large Cortado - 2.35, Large Cortado - 2.35",7.55,CASH,
04/12/2023 10:41,Uppingham,Samantha Richardt,"Regular Flavoured hot chocolate - Vanilla - 2.60, Large Red Label tea - 1.80, Regular Mocha - 2.30, Regular Red Label tea - 1.20",7.9,CASH,
04/12/2023 10:42,Uppingham,Nancy Young,"Large Flavoured hot chocolate - Vanilla - 2.90, Regular Smoothies - Berry Beautiful - 2.00, Large Speciality Tea - Green - 1.60, Large Mocha - 2.70",9.2,CARD,1886393030420032
04/12/2023 10:43,Uppingham,Willie Pitts,"Large Red Label tea - 1.80, Large Flavoured latte - Hazelnut - 2.85, Large Hot chocolate - 2.90, Large Smoothies - Berry Beautiful - 2.50",10.05,CARD,6495770577319378
04/12/2023 10:44,Uppingham,Estelle Evans,"Large Mocha - 2.70, Regular Hot chocolate - 2.20, Regular Speciality Tea - Green - 1.30, Regular Smoothies - Berry Beautiful - 2.00, Large Flavoured latte - Hazelnut - 2.85",11.05,CARD,3709354768386616
04/12/2023 10:46,Uppingham,Amanda Collett,Large Cortado - 2.35,2.35,CASH,
04/12/2023 10:47,Uppingham,Jack Jeanlouis,"Regular Speciality Tea - Green - 1.30, Large Hot chocolate - 2.90",4.2,CASH,
04/12/2023 10:48,Uppingham,Mary Vessey,Large Smoothies - Berry Beautiful - 2.50,2.5,CARD,9757045825671954
04/12/2023 10:49,Uppingham,David Hardy,"Regular Speciality Tea - Peppermint - 1.30, Large Flavoured latte - Hazelnut - 2.85, Large Flavoured latte - Hazelnut - 2.85",7.0,CASH,
04/12/2023 10:51,Uppingham,Denice Wyman,"Large Flavoured hot chocolate - Vanilla - 2.90, Regular Speciality Tea - Green - 1.30",4.2,CARD,6588075645758443
04/12/2023 10:52,Uppingham,Judith Erlewine,Large Mocha - 2.70,2.7,CARD,9430609483582950
04/12/2023 10:53,Uppingham,Jonathan Held,"Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured latte - Hazelnut - 2.55, Large Flavoured latte - Caramel - 2.85",7.95,CASH,
04/12/2023 10:54,Uppingham,Gabriella York,Large Hot chocolate - 2.90,2.9,CARD,2487533353105013
04/12/2023 10:56,Uppingham,Gary Clower,"Large Mocha - 2.70, Large Flavoured latte - Hazelnut - 2.85, Regular Hot chocolate - 2.20",7.75,CARD,6613388602524496
04/12/2023 10:57,Uppingham,Jackie Witt,Regular Flavoured latte - Caramel - 2.55,2.55,CARD,3553499346839202
04/12/2023 10:58,Uppingham,William Jackson,Large Speciality Tea - Green - 1.60,1.6,CARD,7250984987044497
04/12/2023 10:59,Uppingham,Steven Saunders,"Large Red Label tea - 1.80, Large Red Label tea - 1.80, Large Flavoured latte - Hazelnut - 2.85",6.45,CARD,9634452258086328
04/12/2023 11:01,Uppingham,Erma Cranker,"Large Smoothies - Berry Beautiful - 2.50, Regular Hot chocolate - 2.20, Large Smoothies - Berry Beautiful - 2.50, Regular Cortado - 2.05",9.25,CASH,
04/12/2023 11:03,Uppingham,John Wade,Large Flavoured latte - Caramel - 2.85,2.85,CARD,4534301968137399
04/12/2023 11:05,Uppingham,Robert Wyatt,"Regular Mocha - 2.30, Large Speciality Tea - Green - 1.60, Large Speciality Tea - Green - 1.60, Large Speciality Tea - Peppermint - 1.60",7.1,CARD,9837747466491570
04/12/2023 11:07,Uppingham,Katherine Bartlett,"Regular Red Label tea - 1.20, Large Hot chocolate - 2.90",4.1,CARD,1530089982246237
04/12/2023 11:09,Uppingham,Jerry Garcia,"Regular Flavoured latte - Hazelnut - 2.55, Large Flavoured latte - Hazelnut - 2.85",5.4,CASH,
04/12/2023 11:11,Uppingham,Michael Badami,"Large Speciality Tea - Green - 1.60, Large Hot chocolate - 2.90, Large Hot chocolate - 2.90, Regular Smoothies - Berry Beautiful - 2.00, Large Flavoured latte - Hazelnut - 2.85, Regular Red Label tea - 1.20",13.45,CASH,
04/12/2023 11:13,Uppingham,Martha Levingston,"Large Red Label tea - 1.80, Large Mocha - 2.70",4.5,CARD,9525303574140481
04/12/2023 11:15,Uppingham,Greg Graham,Regular Cortado - 2.05,2.05,CASH,
04/12/2023 11:17,Uppingham,Delia Johnson,"Regular Flavoured latte - Hazelnut - 2.55, Regular Speciality Tea - Green - 1.30, Large Mocha - 2.70, Large Speciality Tea - Green - 1.60",8.15,CASH,
04/12/2023 11:19,Uppingham,Walter Hart,"Large Flavoured hot chocolate - Vanilla - 2.90, Regular Smoothies - Berry Beautiful - 2.00, Large Flavoured latte - Hazelnut - 2.85",7.75,CARD,2755099186610650
04/12/2023 11:21,Uppingham,Steven Webb,"Regular Flavoured latte - Caramel - 2.55, Large Hot chocolate - 2.90, Regular Hot chocolate - 2.20, Large Flavoured latte - Caramel - 2.85, Regular Flavoured latte - Caramel - 2.55, Large Red Label tea - 1.80",14.85,CARD,9875637938952064
04/12/2023 11:23,Uppingham,Dwayne Natera,"Large Hot chocolate - 2.90, Large Flavoured latte - Hazelnut - 2.85, Large Speciality Tea - Peppermint - 1.60",7.35,CASH,
04/12/2023 11:25,Uppingham,Steve Acker,"Regular Flavoured latte - Hazelnut - 2.55, Large Flavoured latte - Caramel - 2.85, Large Cortado - 2.35, Large Cortado - 2.35, Large Flavoured latte - Hazelnut - 2.85",12.95,CASH,
04/12/2023 11:27,Uppingham,Luis Pao,"Regular Speciality Tea - Peppermint - 1.30, Large Cortado - 2.35, Regular Smoothies - Berry Beautiful - 2.00",5.65,CARD,5954075482952136
04/12/2023 11:29,Uppingham,Elizabeth Rector,"Regular Hot chocolate - 2.20, Large Speciality Tea - Green - 1.60, Regular Red Label tea - 1.20",5.0,CARD,8099116849987130
04/12/2023 11:31,Uppingham,Tiera Price,Large Flavoured hot chocolate - Vanilla - 2.90,2.9,CARD,4411198110708671
04/12/2023 11:33,Uppingham,William Horne,"Regular Flavoured latte - Hazelnut - 2.55, Large Speciality Tea - Peppermint - 1.60",4.15,CARD,3167349895595151
04/12/2023 11:35,Uppingham,Frances Saldana,Regular Speciality Tea - Peppermint - 1.30,1.3,CARD,9268972192561050
04/12/2023 11:37,Uppingham,Van Dudley,"Regular Flavoured latte - Caramel - 2.55, Regular Flavoured latte - Hazelnut - 2.55, Regular Speciality Tea - Peppermint - 1.30, Regular Cortado - 2.05",8.45,CARD,1975209769176305
04/12/2023 11:39,Uppingham,Cynthia Lockhart,"Large Hot chocolate - 2.90, Large Speciality Tea - Peppermint - 1.60",4.5,CARD,5836977285739823
04/12/2023 11:41,Uppingham,Jamie Smith,"Large Cortado - 2.35, Regular Smoothies - Berry Beautiful - 2.00, Large Smoothies - Berry Beautiful - 2.50, Large Flavoured latte - Caramel - 2.85",9.7,CASH,
04/12/2023 11:43,Uppingham,Arron Puentes,"Large Smoothies - Berry Beautiful - 2.50, Large Speciality Tea - Green - 1.60",4.1,CARD,7956822459159725
04/12/2023 11:45,Uppingham,Paul Teel,"Regular Smoothies - Berry Beautiful - 2.00, Regular Speciality Tea - Green - 1.30, Large Mocha - 2.70, Large Speciality Tea - Green - 1.60",7.6,CARD,2833463713397265
04/12/2023 11:47,Uppingham,Tanya White,Regular Cortado - 2.05,2.05,CARD,8122592058025015
04/12/2023 11:49,Uppingham,Ryan Zimmerman,"Regular Speciality Tea - Green - 1.30, Regular Speciality Tea - Peppermint - 1.30, Regular Cortado - 2.05, Regular Flavoured latte - Caramel - 2.55",7.2,CASH,
04/12/2023 11:51,Uppingham,Bruce Creasman,"Large Flavoured latte - Caramel - 2.85, Regular Hot chocolate - 2.20, Large Flavoured latte - Caramel - 2.85, Large Flavoured latte - Caramel - 2.85",10.75,CASH,
04/12/2023 11:53,Uppingham,Joyce Dorn,"Large Hot chocolate - 2.90, Regular Flavoured hot chocolate - Vanilla - 2.60, Large Flavoured latte - Hazelnut - 2.85, Large Speciality Tea - Peppermint - 1.60, Large Speciality Tea - Peppermint - 1.60",11.55,CARD,1391886570895128
04/12/2023 11:55,Uppingham,Ralph Barr,"Regular Flavoured latte - Hazelnut - 2.55, Regular Mocha - 2.30, Large Flavoured hot chocolate - Vanilla - 2.90, Large Cortado - 2.35",10.1,CARD,4013658668953607
04/12/2023 11:57,Uppingham,Richard Golden,"Large Red Label tea - 1.80, Large Hot chocolate - 2.90",4.7,CARD,2665867571236544
04/12/2023 11:59,Uppingham,Maria Clement,"Regular Hot chocolate - 2.20, Large Flavoured latte - Hazelnut - 2.85",5.05,CARD,2589941798140075
04/12/2023 12:01,Uppingham,Lillian James,"Regular Smoothies - Berry Beautiful - 2.00, Large Flavoured latte - Hazelnut - 2.85, Regular Hot chocolate - 2.20",7.05,CARD,2115165163811485
04/12/2023 12:04,Uppingham,Estella Rodriguez,"Large Hot chocolate - 2.90, Large Smoothies - Berry Beautiful - 2.50, Large Cortado - 2.35",7.75,CASH,
04/12/2023 12:07,Uppingham,Marilyn Waitman,"Large Speciality Tea - Green - 1.60, Large Speciality Tea - Green - 1.60",3.2,CARD,3730819410996754
04/12/2023 12:10,Uppingham,Michelle Brown,Large Mocha - 2.70,2.7,CARD,7825239750870761
04/12/2023 12:13,Uppingham,Lisa Solorio,"Large Mocha - 2.70, Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Flavoured latte - Hazelnut - 2.55",10.45,CARD,8083277958202331
04/12/2023 12:16,Uppingham,Michael Swink,"Regular Flavoured latte - Caramel - 2.55, Large Red Label tea - 1.80, Regular Hot chocolate - 2.20, Regular Flavoured latte - Hazelnut - 2.55, Large Speciality Tea - Green - 1.60",10.7,CASH,
04/12/2023 12:19,Uppingham,Stephanie Gaudio,Large Flavoured latte - Hazelnut - 2.85,2.85,CARD,3840142778245987
04/12/2023 12:23,Uppingham,Cynthia Harley,"Regular Flavoured latte - Hazelnut - 2.55, Large Flavoured latte - Hazelnut - 2.85, Regular Flavoured latte - Caramel - 2.55",7.95,CARD,9730832797575760
04/12/2023 12:26,Uppingham,Timothy Mahaffey,"Regular Mocha - 2.30, Large Speciality Tea - Green - 1.60, Large Flavoured latte - Caramel - 2.85, Regular Speciality Tea - Peppermint - 1.30",8.05,CARD,5651658133975964
04/12/2023 12:29,Uppingham,Arturo Long,Large Cortado - 2.35,2.35,CARD,2836397257520412
04/12/2023 12:32,Uppingham,Delores Hoffman,"Regular Flavoured hot chocolate - Vanilla - 2.60, Large Hot chocolate - 2.90, Regular Speciality Tea - Peppermint - 1.30",6.8,CASH,
04/12/2023 12:35,Uppingham,Stuart Miller,"Large Flavoured latte - Caramel - 2.85, Large Hot chocolate - 2.90",5.75,CARD,4125592657747242
04/12/2023 12:38,Uppingham,Michelle Talbert,"Regular Hot chocolate - 2.20, Large Flavoured latte - Hazelnut - 2.85",5.05,CARD,7637491161724301
04/12/2023 12:41,Uppingham,Robert Cartwright,"Regular Red Label tea - 1.20, Large Red Label tea - 1.80, Regular Hot chocolate - 2.20",5.2,CARD,5767826342795198
04/12/2023 12:45,Uppingham,Dessie Elsberry,"Regular Smoothies - Berry Beautiful - 2.00, Large Red Label tea - 1.80",3.8,CARD,1055109774338191
04/12/2023 12:48,Uppingham,Patrick Mccoy,"Large Red Label tea - 1.80, Large Hot chocolate - 2.90",4.7,CARD,4643755952153707
04/12/2023 12:51,Uppingham,Reginald Gridley,"Regular Speciality Tea - Peppermint - 1.30, Large Cortado - 2.35, Regular Speciality Tea - Green - 1.30, Regular Red Label tea - 1.20",6.15,CARD,5335033110301957
04/12/2023 12:54,Uppingham,James Tedrow,"Regular Mocha - 2.30, Large Speciality Tea - Peppermint - 1.60",3.9,CASH,
04/12/2023 12:57,Uppingham,Marvin Lombardo,"Large Speciality Tea - Green - 1.60, Regular Cortado - 2.05, Large Cortado - 2.35",6.0,CARD,9846139066009190
