date,location,name,basket,total,payment_type,card_number
04/12/2023 09:47,Longridge,Dennis Ault,"Regular Smoothies - Glowing Greens - 2.00, Regular Mocha - 2.30, Regular Smoothies - Glowing Greens - 2.00, Large Glass of milk - 1.10",7.4,CARD,3109385079161557
04/12/2023 09:48,Longridge,Joseph Ramos,"Large Frappes - Strawberries & Cream - 3.25, Large Mocha - 2.70, Large Frappes - Strawberries & Cream - 3.25",9.2,CASH,
04/12/2023 09:49,Longridge,Sharon Reza,"Large Smoothies - Glowing Greens - 2.50, Large Mocha - 2.70",5.2,CASH,
04/12/2023 09:50,Longridge,Gregory Cornelius,Large Mocha - 2.70,2.7,CARD,3962487830649448
04/12/2023 09:52,Longridge,Susan Sak,"Large Speciality Tea - Earl Grey - 1.60, Large Mocha - 2.70",4.3,CARD,3121113018238033
04/12/2023 09:53,Longridge,Jason Colon,Large Glass of milk - 1.10,1.1,CARD,4529564072948063
04/12/2023 09:54,Longridge,Natalie Darby,"Regular Frappes - Strawberries & Cream - 2.75, Large Speciality Tea - Earl Grey - 1.60",4.35,CASH,
04/12/2023 09:55,Longridge,Douglas Marino,"Regular Smoothies - Glowing Greens - 2.00, Large Speciality Tea - Earl Grey - 1.60, Regular Speciality Tea - Earl Grey - 1.30, Regular Frappes - Strawberries & Cream - 2.75, Regular Mocha - 2.30",9.95,CARD,5035805374100894
04/12/2023 09:56,Longridge,Arnold Hamilton,"Large Frappes - Strawberries & Cream - 3.25, Regular Glass of milk - 0.70",3.95,CARD,3572664761708992
04/12/2023 09:57,Longridge,Megan Reed,"Large Speciality Tea - Earl Grey - 1.60, Regular Flavoured iced latte - Caramel - 2.75",4.35,CARD,6572216399988495
04/12/2023 09:58,Longridge,Dorothy Debartolo,"Regular Mocha - 2.30, Regular Flavoured iced latte - Caramel - 2.75, Regular Smoothies - Glowing Greens - 2.00, Regular Glass of milk - 0.70, Regular Smoothies - Glowing Greens - 2.00",9.75,CARD,9609618372529087
04/12/2023 09:59,Longridge,Andrew Briggs,"Large Glass of milk - 1.10, Regular Smoothies - Glowing Greens - 2.00",3.1,CARD,7303699613016915
04/12/2023 10:00,Longridge,Marie Anderson,"Large Flavoured iced latte - Caramel - 3.25, Large Smoothies - Glowing Greens - 2.50, Large Smoothies - Glowing Greens - 2.50, Regular Glass of milk - 0.70",8.95,CARD,1037177379628616
04/12/2023 10:03,Longridge,Kenneth Green,"Large Glass of milk - 1.10, Large Smoothies - Glowing Greens - 2.50",3.6,CARD,1899225082694411
04/12/2023 10:06,Longridge,Amanda Chavez,"Large Flavoured iced latte - Caramel - 3.25, Regular Frappes - Strawberries & Cream - 2.75, Regular Speciality Tea - Earl Grey - 1.30, Large Glass of milk - 1.10, Regular Frappes - Strawberries & Cream - 2.75",11.15,CARD,5919453075263354
04/12/2023 10:10,Longridge,Colin Alvarado,"Regular Speciality Tea - Earl Grey - 1.30, Large Speciality Tea - Earl Grey - 1.60",2.9,CASH,
04/12/2023 10:13,Longridge,David Beene,"Large Frappes - Strawberries & Cream - 3.25, Large Glass of milk - 1.10, Regular Smoothies - Glowing Greens - 2.00",6.35,CARD,4540973947542160
04/12/2023 10:16,Longridge,Dale Kubin,"Large Smoothies - Glowing Greens - 2.50, Large Frappes - Strawberries & Cream - 3.25, Regular Mocha - 2.30, Regular Glass of milk - 0.70",8.75,CARD,8877806657791299
04/12/2023 10:19,Longridge,Catherine Nebeker,Regular Mocha - 2.30,2.3,CASH,
04/12/2023 10:22,Longridge,Joe Fossey,"Large Flavoured iced latte - Caramel - 3.25, Regular Frappes - Strawberries & Cream - 2.75, Large Glass of milk - 1.10, Regular Smoothies - Glowing Greens - 2.00",9.1,CARD,6650776063808672
04/12/2023 10:25,Longridge,Amber Rosenfield,"Regular Flavoured iced latte - Caramel - 2.75, Large Frappes - Strawberries & Cream - 3.25",6.0,CARD,5027610944185809
04/12/2023 10:29,Longridge,Johnny Jacobs,"Regular Flavoured iced latte - Caramel - 2.75, Regular Speciality Tea - Earl Grey - 1.30, Regular Frappes - Strawberries & Cream - 2.75",6.8,CARD,5578191700302222
04/12/2023 10:32,Longridge,Elsie Sansoucy,"Regular Speciality Tea - Earl Grey - 1.30, Regular Smoothies - Glowing Greens - 2.00",3.3,CARD,1000459886234414
04/12/2023 10:35,Longridge,Ismael Cartwright,"Regular Speciality Tea - Earl Grey - 1.30, Regular Frappes - Strawberries & Cream - 2.75, Large Glass of milk - 1.10",5.15,CARD,2548450052536841
04/12/2023 10:38,Longridge,Alfonzo Brucato,Large Smoothies - Glowing Greens - 2.50,2.5,CARD,1113385524268344
04/12/2023 10:41,Longridge,Jesse Combs,"Regular Glass of milk - 0.70, Regular Mocha - 2.30",3.0,CARD,1521847449813995
04/12/2023 10:44,Longridge,Arnold Tirado,"Regular Frappes - Strawberries & Cream - 2.75, Regular Glass of milk - 0.70",3.45,CARD,2778944265565415
04/12/2023 10:47,Longridge,Deborah Kallas,Large Flavoured iced latte - Caramel - 3.25,3.25,CARD,4227335334250875
04/12/2023 10:51,Longridge,David Campos,"Large Frappes - Strawberries & Cream - 3.25, Regular Glass of milk - 0.70",3.95,CARD,2006991703539806
04/12/2023 10:54,Longridge,Julie Perry,"Large Smoothies - Glowing Greens - 2.50, Large Flavoured iced latte - Caramel - 3.25",5.75,CASH,
04/12/2023 10:57,Longridge,Denny Watson,Regular Glass of milk - 0.70,0.7,CARD,1091096029981478
04/12/2023 11:00,Longridge,Barbara Metayer,Regular Speciality Tea - Earl Grey - 1.30,1.3,CARD,4589884637576810
04/12/2023 11:08,Longridge,Christopher Riggins,"Regular Frappes - Strawberries & Cream - 2.75, Regular Mocha - 2.30, Large Speciality Tea - Earl Grey - 1.60",6.65,CARD,9717805087018708
04/12/2023 11:15,Longridge,Mallory Hunt,"Regular Flavoured iced latte - Caramel - 2.75, Large Glass of milk - 1.10",3.85,CARD,3727837538974506
04/12/2023 11:23,Longridge,Tara Sedlacek,"Large Smoothies - Glowing Greens - 2.50, Large Flavoured iced latte - Caramel - 3.25",5.75,CASH,
04/12/2023 11:30,Longridge,Ramona Reed,"Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Caramel - 3.25, Regular Glass of milk - 0.70",7.2,CARD,5067721186074670
04/12/2023 11:38,Longridge,Robert Souliere,"Large Mocha - 2.70, Regular Mocha - 2.30, Large Flavoured iced latte - Caramel - 3.25, Regular Glass of milk - 0.70",8.95,CARD,5536638338038616
04/12/2023 11:45,Longridge,Alton Mills,"Large Frappes - Strawberries & Cream - 3.25, Large Frappes - Strawberries & Cream - 3.25",6.5,CASH,
04/12/2023 11:53,Longridge,Val Hudock,"Large Speciality Tea - Earl Grey - 1.60, Regular Flavoured iced latte - Caramel - 2.75, Regular Smoothies - Glowing Greens - 2.00",6.35,CARD,1403374766572408
04/12/2023 12:00,Longridge,Pearl Schoenfeld,"Large Frappes - Strawberries & Cream - 3.25, Large Speciality Tea - Earl Grey - 1.60",4.85,CARD,6741477865866383
04/12/2023 12:06,Longridge,Royce Lawler,"Regular Speciality Tea - Earl Grey - 1.30, Regular Mocha - 2.30, Large Smoothies - Glowing Greens - 2.50, Large Speciality Tea - Earl Grey - 1.60",7.7,CASH,
04/12/2023 12:12,Longridge,Anita Hayes,"Regular Glass of milk - 0.70, Regular Smoothies - Glowing Greens - 2.00, Regular Mocha - 2.30, Large Speciality Tea - Earl Grey - 1.60",6.6,CARD,6715559208047215
04/12/2023 12:18,Longridge,Gregory Tolbert,"Large Smoothies - Glowing Greens - 2.50, Regular Glass of milk - 0.70, Regular Speciality Tea - Earl Grey - 1.30, Large Flavoured iced latte - Caramel - 3.25, Regular Glass of milk - 0.70, Large Smoothies - Glowing Greens - 2.50",10.95,CARD,4590791498645900
04/12/2023 12:24,Longridge,Dennis Bailey,Regular Smoothies - Glowing Greens - 2.00,2.0,CARD,6801455621785234
04/12/2023 12:30,Longridge,Joseph Means,"Regular Flavoured iced latte - Caramel - 2.75, Large Flavoured iced latte - Caramel - 3.25, Regular Frappes - Strawberries & Cream - 2.75",8.75,CARD,6758350947351128
04/12/2023 12:36,Longridge,Margaret Macias,"Large Frappes - Strawberries & Cream - 3.25, Large Smoothies - Glowing Greens - 2.50, Regular Frappes - Strawberries & Cream - 2.75, Regular Speciality Tea - Earl Grey - 1.30, Regular Flavoured iced latte - Caramel - 2.75",12.55,CARD,3826516243380123
04/12/2023 12:42,Longridge,Evelyn Schall,"Large Frappes - Strawberries & Cream - 3.25, Regular Glass of milk - 0.70",3.95,CARD,3719105921599971
04/12/2023 12:48,Longridge,Rebecca Harrison,"Regular Frappes - Strawberries & Cream - 2.75, Large Frappes - Strawberries & Cream - 3.25, Regular Mocha - 2.30, Large Mocha - 2.70, Regular Speciality Tea - Earl Grey - 1.30",12.3,CARD,4282072426707684
04/12/2023 12:54,Longridge,Matthew Christensen,"Regular Mocha - 2.30, Regular Smoothies - Glowing Greens - 2.00, Large Mocha - 2.70, Large Frappes - Strawberries & Cream - 3.25",10.25,CASH,
04/12/2023 13:00,Longridge,Rebecca Barker,Large Frappes - Strawberries & Cream - 3.25,3.25,CASH,
04/12/2023 13:01,Longridge,Mabel Barr,"Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Caramel - 2.75",5.5,CARD,3084045189572902
04/12/2023 13:02,Longridge,Ann Harper,Regular Speciality Tea - Earl Grey - 1.30,1.3,CARD,9715283227746052
04/12/2023 13:03,Longridge,Eric Dean,"Large Frappes - Strawberries & Cream - 3.25, Regular Frappes - Strawberries & Cream - 2.75",6.0,CARD,3250668311910132
04/12/2023 13:04,Longridge,Cameron Cook,Regular Speciality Tea - Earl Grey - 1.30,1.3,CASH,
04/12/2023 13:05,Longridge,Adell Yockey,"Large Speciality Tea - Earl Grey - 1.60, Regular Mocha - 2.30, Large Speciality Tea - Earl Grey - 1.60, Large Flavoured iced latte - Caramel - 3.25",8.75,CASH,
04/12/2023 13:06,Longridge,Keith Lucius,"Regular Flavoured iced latte - Caramel - 2.75, Regular Mocha - 2.30, Large Flavoured iced latte - Caramel - 3.25, Large Frappes - Strawberries & Cream - 3.25, Large Frappes - Strawberries & Cream - 3.25, Large Smoothies - Glowing Greens - 2.50",17.3,CARD,1270500139984166
04/12/2023 13:07,Longridge,Carolyn Castro,"Large Frappes - Strawberries & Cream - 3.25, Large Smoothies - Glowing Greens - 2.50",5.75,CARD,7432484763440116
04/12/2023 13:08,Longridge,Tony Robinson,"Large Frappes - Strawberries & Cream - 3.25, Large Glass of milk - 1.10, Large Frappes - Strawberries & Cream - 3.25, Regular Frappes - Strawberries & Cream - 2.75",10.35,CARD,8709286729330442
04/12/2023 13:09,Longridge,Maria Cook,"Regular Speciality Tea - Earl Grey - 1.30, Large Speciality Tea - Earl Grey - 1.60, Large Frappes - Strawberries & Cream - 3.25",6.15,CARD,6457146537702182
04/12/2023 13:10,Longridge,Samuel Shelton,"Regular Frappes - Strawberries & Cream - 2.75, Regular Flavoured iced latte - Caramel - 2.75",5.5,CASH,
04/12/2023 13:10,Longridge,Joan Schlemmer,"Regular Frappes - Strawberries & Cream - 2.75, Large Frappes - Strawberries & Cream - 3.25",6.0,CARD,7017770647284380
04/12/2023 13:11,Longridge,Barbra Kendrick,"Large Speciality Tea - Earl Grey - 1.60, Regular Smoothies - Glowing Greens - 2.00, Regular Glass of milk - 0.70",4.3,CARD,4346250480307082
04/12/2023 13:12,Longridge,Loretta Walsh,Regular Smoothies - Glowing Greens - 2.00,2.0,CARD,8811511705248759
04/12/2023 13:13,Longridge,Timothy Howard,"Large Speciality Tea - Earl Grey - 1.60, Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Caramel - 2.75, Large Smoothies - Glowing Greens - 2.50, Regular Frappes - Strawberries & Cream - 2.75",12.35,CARD,2012716934796253
04/12/2023 13:14,Longridge,Katherine Mcclure,"Large Mocha - 2.70, Regular Smoothies - Glowing Greens - 2.00",4.7,CARD,4739081061627470
04/12/2023 13:15,Longridge,Daniel Marshall,"Regular Flavoured iced latte - Caramel - 2.75, Regular Mocha - 2.30",5.05,CARD,2715855076426721
04/12/2023 13:16,Longridge,Alicia Dipietro,"Regular Smoothies - Glowing Greens - 2.00, Regular Mocha - 2.30, Large Flavoured iced latte - Caramel - 3.25, Large Smoothies - Glowing Greens - 2.50, Large Glass of milk - 1.10",11.15,CARD,9287253274404477
04/12/2023 13:17,Longridge,Valorie Bedwell,"Regular Glass of milk - 0.70, Large Smoothies - Glowing Greens - 2.50",3.2,CASH,
04/12/2023 13:18,Longridge,Eve Haislip,"Large Smoothies - Glowing Greens - 2.50, Regular Mocha - 2.30, Large Flavoured iced latte - Caramel - 3.25",8.05,CARD,1748540010465980
04/12/2023 13:19,Longridge,Walter Gulledge,"Large Smoothies - Glowing Greens - 2.50, Large Glass of milk - 1.10, Regular Mocha - 2.30",5.9,CASH,
04/12/2023 13:20,Longridge,Donald Lagatta,Regular Glass of milk - 0.70,0.7,CARD,9226284847100988
04/12/2023 13:21,Longridge,Margaret Haran,"Large Glass of milk - 1.10, Regular Glass of milk - 0.70, Large Flavoured iced latte - Caramel - 3.25",5.05,CASH,
04/12/2023 13:22,Longridge,Sylvia Herring,"Large Mocha - 2.70, Large Glass of milk - 1.10, Large Frappes - Strawberries & Cream - 3.25, Regular Flavoured iced latte - Caramel - 2.75",9.8,CARD,7222013945982832
04/12/2023 13:23,Longridge,Walter Cooper,"Regular Speciality Tea - Earl Grey - 1.30, Regular Glass of milk - 0.70, Large Flavoured iced latte - Caramel - 3.25",5.25,CARD,3569666080468290
04/12/2023 13:24,Longridge,Donald Tiblier,Large Frappes - Strawberries & Cream - 3.25,3.25,CARD,1101341995856303
04/12/2023 13:25,Longridge,Ricky Richner,Regular Frappes - Strawberries & Cream - 2.75,2.75,CARD,4050869297492028
04/12/2023 13:26,Longridge,Ruben Brooks,Large Frappes - Strawberries & Cream - 3.25,3.25,CARD,1885101109302172
04/12/2023 13:27,Longridge,Alice Odell,"Regular Mocha - 2.30, Large Frappes - Strawberries & Cream - 3.25",5.55,CARD,6100022412478399
04/12/2023 13:28,Longridge,Augusta Buchanan,Regular Frappes - Strawberries & Cream - 2.75,2.75,CARD,3873717486379532
04/12/2023 13:29,Longridge,Michael Wyman,"Large Flavoured iced latte - Caramel - 3.25, Regular Smoothies - Glowing Greens - 2.00",5.25,CARD,9141117867663474
04/12/2023 13:29,Longridge,Marilyn Meyer,"Regular Mocha - 2.30, Regular Smoothies - Glowing Greens - 2.00, Large Smoothies - Glowing Greens - 2.50, Large Mocha - 2.70",9.5,CARD,6469516787517480
04/12/2023 13:30,Longridge,Elissa Sumner,"Regular Smoothies - Glowing Greens - 2.00, Large Flavoured iced latte - Caramel - 3.25",5.25,CASH,
04/12/2023 13:31,Longridge,Matthew James,"Large Speciality Tea - Earl Grey - 1.60, Large Mocha - 2.70, Regular Speciality Tea - Earl Grey - 1.30, Regular Glass of milk - 0.70",6.3,CARD,7043837448270697
04/12/2023 13:32,Longridge,Dewayne Paro,"Large Frappes - Strawberries & Cream - 3.25, Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Caramel - 2.75",8.75,CARD,3079981436481007
04/12/2023 13:33,Longridge,Katheryn Hoggatt,Large Glass of milk - 1.10,1.1,CARD,1401653480264969
04/12/2023 13:34,Longridge,Sarah Williamson,"Regular Smoothies - Glowing Greens - 2.00, Regular Mocha - 2.30",4.3,CARD,4469726487551870
04/12/2023 13:35,Longridge,Jose Reese,Large Glass of milk - 1.10,1.1,CARD,5782346862989257
04/12/2023 13:36,Longridge,Frank Griffin,"Large Mocha - 2.70, Large Mocha - 2.70",5.4,CARD,7867250899044810
04/12/2023 13:37,Longridge,Flora Lyons,Large Speciality Tea - Earl Grey - 1.60,1.6,CARD,6112956720120342
04/12/2023 13:38,Longridge,Ruth Howard,Regular Flavoured iced latte - Caramel - 2.75,2.75,CARD,9963175111951409
04/12/2023 13:39,Longridge,Jennifer Hairston,"Regular Mocha - 2.30, Regular Speciality Tea - Earl Grey - 1.30, Regular Frappes - Strawberries & Cream - 2.75, Large Frappes - Strawberries & Cream - 3.25",9.6,CARD,4921616681376428
04/12/2023 13:40,Longridge,Michelle Ventura,"Large Frappes - Strawberries & Cream - 3.25, Regular Glass of milk - 0.70, Large Glass of milk - 1.10",5.05,CARD,8242157255658304
04/12/2023 13:41,Longridge,Joseph Hatfield,"Regular Frappes - Strawberries & Cream - 2.75, Regular Smoothies - Glowing Greens - 2.00, Regular Mocha - 2.30, Large Speciality Tea - Earl Grey - 1.60, Regular Frappes - Strawberries & Cream - 2.75",11.4,CARD,7148720327875478
04/12/2023 13:42,Longridge,Winston Lacuesta,"Regular Frappes - Strawberries & Cream - 2.75, Regular Flavoured iced latte - Caramel - 2.75, Regular Smoothies - Glowing Greens - 2.00",7.5,CASH,
04/12/2023 13:43,Longridge,Ofelia Howell,Large Flavoured iced latte - Caramel - 3.25,3.25,CASH,
04/12/2023 13:44,Longridge,Mary Clayton,Large Mocha - 2.70,2.7,CASH,
04/12/2023 13:45,Longridge,Thomas Gross,"Large Flavoured iced latte - Caramel - 3.25, Large Mocha - 2.70",5.95,CASH,
04/12/2023 13:46,Longridge,Coleman Jacobson,"Regular Frappes - Strawberries & Cream - 2.75, Large Speciality Tea - Earl Grey - 1.60",4.35,CARD,5103603935131931
04/12/2023 13:47,Longridge,Robin Allen,Regular Smoothies - Glowing Greens - 2.00,2.0,CARD,4035119882796358
04/12/2023 13:48,Longridge,Michael Geddes,"Large Glass of milk - 1.10, Regular Mocha - 2.30, Large Frappes - Strawberries & Cream - 3.25, Large Mocha - 2.70, Large Frappes - Strawberries & Cream - 3.25, Regular Speciality Tea - Earl Grey - 1.30",13.9,CARD,6755985765262595
04/12/2023 13:48,Longridge,Jeanne Frakes,"Large Mocha - 2.70, Regular Smoothies - Glowing Greens - 2.00",4.7,CARD,7198196451733826
04/12/2023 13:49,Longridge,Jan Dailey,"Large Flavoured iced latte - Caramel - 3.25, Regular Frappes - Strawberries & Cream - 2.75",6.0,CASH,
04/12/2023 13:50,Longridge,Evie Smith,"Large Frappes - Strawberries & Cream - 3.25, Regular Smoothies - Glowing Greens - 2.00, Regular Glass of milk - 0.70, Large Speciality Tea - Earl Grey - 1.60, Large Smoothies - Glowing Greens - 2.50",10.05,CASH,
04/12/2023 13:51,Longridge,Jim Crom,Large Speciality Tea - Earl Grey - 1.60,1.6,CARD,8328091355463201
04/12/2023 13:52,Longridge,Mike Rickley,Large Mocha - 2.70,2.7,CARD,5468050109286834
04/12/2023 13:53,Longridge,Elizabeth Loaiza,"Regular Frappes - Strawberries & Cream - 2.75, Regular Speciality Tea - Earl Grey - 1.30, Large Speciality Tea - Earl Grey - 1.60",5.65,CASH,
04/12/2023 13:54,Longridge,Ilda Girres,"Large Frappes - Strawberries & Cream - 3.25, Large Mocha - 2.70",5.95,CASH,
04/12/2023 13:55,Longridge,Fernando Dan,"Large Flavoured iced latte - Caramel - 3.25, Regular Frappes - Strawberries & Cream - 2.75",6.0,CARD,2259586238338675
04/12/2023 13:56,Longridge,Jeanette Mcbride,"Large Flavoured iced latte - Caramel - 3.25, Large Frappes - Strawberries & Cream - 3.25",6.5,CASH,
04/12/2023 13:57,Longridge,Arturo Eubanks,Regular Smoothies - Glowing Greens - 2.00,2.0,CASH,
04/12/2023 13:58,Longridge,Melissa Noell,Large Mocha - 2.70,2.7,CASH,
04/12/2023 13:59,Longridge,Roger Guess,"Large Speciality Tea - Earl Grey - 1.60, Large Flavoured iced latte - Caramel - 3.25, Large Glass of milk - 1.10",5.95,CASH,
04/12/2023 14:00,Longridge,Nathan Barner,"Large Flavoured iced latte - Caramel - 3.25, Regular Smoothies - Glowing Greens - 2.00, Regular Speciality Tea - Earl Grey - 1.30, Large Flavoured iced latte - Caramel - 3.25, Regular Mocha - 2.30",12.1,CARD,8416121660347834
04/12/2023 14:03,Longridge,Mildred Rodriquez,"Large Speciality Tea - Earl Grey - 1.60, Large Speciality Tea - Earl Grey - 1.60, Large Flavoured iced latte - Caramel - 3.25, Regular Flavoured iced latte - Caramel - 2.75",9.2,CARD,5582420765217633
